,genres,title,Movie_Average,Global_Average,Overall_Rating_Count
695,Drama,Black Mirror: White Christmas (2014),4.75,3.4863989231828714,19.0
696,Drama,Broken (2012),4.5,3.4863989231828714,4.5
697,Drama,Captain Fantastic (2016),4.5,3.4863989231828714,22.5
698,Drama,Cat on a Hot Tin Roof (1958),4.166666666666667,3.4863989231828714,34.5
699,Drama,"Celebration, The (Festen) (1998)",4.409090909090909,3.4863989231828714,53.5
700,Drama,Che: Part Two (2008),5.0,3.4863989231828714,5.0
701,Drama,Citizen Kane (1941),4.0588235294117645,3.4863989231828714,199.5
702,Drama,"Colonel Chabert, Le (1994)",5.0,3.4863989231828714,9.0
703,Drama,"Common Thread, A (a.k.a. Sequins) (Brodeuses) (2004)",4.5,3.4863989231828714,4.5
704,Drama,"Conversation, The (1974)",4.153846153846153,3.4863989231828714,68.0
705,Drama,"Cruel Romance, A (Zhestokij Romans) (1984)",5.0,3.4863989231828714,5.0
706,Drama,Days of Being Wild (A Fei jingjyuhn) (1990),4.5,3.4863989231828714,4.5
707,Drama,"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)",4.1,3.4863989231828714,20.5
708,Drama,Do the Right Thing (1989),4.190476190476192,3.4863989231828714,88.0
709,Drama,Dogfight (1991),4.166666666666667,3.4863989231828714,12.5
710,Drama,"Elephant Man, The (1980)",4.045454545454546,3.4863989231828714,64.5
711,Drama,Enter the Void (2009),5.0,3.4863989231828714,10.0
712,Drama,"Face in the Crowd, A (1957)",4.2,3.4863989231828714,21.0
713,Drama,"Field in England, A (2013)",4.5,3.4863989231828714,4.5
714,Drama,Five Easy Pieces (1970),4.2,3.4863989231828714,36.0
715,Drama,"Five Senses, The (1999)",5.0,3.4863989231828714,5.0
716,Drama,Frankenstein (1931),4.142857142857143,3.4863989231828714,41.0
717,Drama,Front of the Class (2008),5.0,3.4863989231828714,5.0
718,Drama,Funny Games U.S. (2007),4.375,3.4863989231828714,17.5
719,Drama,Gallipoli (1981),4.285714285714286,3.4863989231828714,30.0
720,Drama,Goal! The Dream Begins (Goal!) (2005),4.25,3.4863989231828714,8.5
721,Drama,Gods and Monsters (1998),4.25,3.4863989231828714,16.5
722,Drama,Guess Who's Coming to Dinner (1967),4.5,3.4863989231828714,50.0
723,Drama,Hands Over the City (Le mani sulla città) (1963),4.5,3.4863989231828714,4.5
724,Drama,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),4.75,3.4863989231828714,9.5
725,Drama,Harakiri (Seppuku) (1962),4.5,3.4863989231828714,13.5
726,Drama,Holy Motors (2012),5.0,3.4863989231828714,5.0
727,Drama,Hour of the Wolf (Vargtimmen) (1968),4.5,3.4863989231828714,9.0
728,Drama,"Human Condition II, The (Ningen no joken II) (1959)",4.5,3.4863989231828714,4.5
729,Drama,In the Mood For Love (Fa yeung nin wa) (2000),4.153846153846153,3.4863989231828714,54.0
730,Drama,In the Name of the Father (1993),4.1,3.4863989231828714,103.0
731,Drama,Indignation (2016),5.0,3.4863989231828714,5.0
732,Drama,Kagemusha (1980),4.166666666666667,3.4863989231828714,16.5
733,Drama,L.I.E. (2001),4.333333333333333,3.4863989231828714,13.0
734,Drama,Lady Jane (1986),5.0,3.4863989231828714,5.0
735,Drama,Last Life in the Universe (Ruang rak noi nid mahasan) (2003),4.166666666666667,3.4863989231828714,12.5
736,Drama,"Last Picture Show, The (1971)",4.5,3.4863989231828714,36.0
737,Drama,Last Tango in Paris (Ultimo tango a Parigi) (1972),4.5,3.4863989231828714,22.5
738,Drama,Legend No. 17 (2013),4.5,3.4863989231828714,4.5
739,Drama,Lifeboat (1944),4.375,3.4863989231828714,30.5
740,Drama,Lilting (2014),4.5,3.4863989231828714,4.5
741,Drama,Lincoln (2012),4.5,3.4863989231828714,18.0
742,Drama,Lion (2016),4.5,3.4863989231828714,4.5
743,Drama,"Lives of Others, The (Das leben der Anderen) (2006)",4.125,3.4863989231828714,130.5
744,Drama,Love Me If You Dare (Jeux d'enfants) (2003),4.1,3.4863989231828714,20.5
745,Drama,Malcolm X (1992),4.208333333333333,3.4863989231828714,60.0
746,Drama,"Man with the Golden Arm, The (1955)",5.0,3.4863989231828714,5.0
747,Drama,Manon of the Spring (Manon des sources) (1986),4.125,3.4863989231828714,24.5
748,Drama,Me and you (io e te) (2012),4.5,3.4863989231828714,4.5
749,Drama,Michael Clayton (2007),4.107142857142857,3.4863989231828714,52.5
750,Drama,Mildred Pierce (2011),4.5,3.4863989231828714,4.5
751,Drama,Moonlight,5.0,3.4863989231828714,5.0
752,Drama,Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979),5.0,3.4863989231828714,5.0
753,Drama,Mr. Skeffington (1944),5.0,3.4863989231828714,5.0
754,Drama,My Father and My Son (Babam ve oglum) (2005),4.5,3.4863989231828714,4.5
755,Drama,My Own Private Idaho (1991),4.75,3.4863989231828714,16.5
756,Drama,North & South (2004),4.5,3.4863989231828714,4.5
757,Drama,Not One Less (Yi ge dou bu neng shao) (1999),4.5,3.4863989231828714,4.5
758,Drama,Nymphomaniac: Volume I (2013),4.25,3.4863989231828714,8.5
759,Drama,Nymphomaniac: Volume II (2013),4.5,3.4863989231828714,4.5
760,Drama,One Flew Over the Cuckoo's Nest (1975),4.231132075471698,3.4863989231828714,526.5
761,Drama,"Ox-Bow Incident, The (1943)",4.5,3.4863989231828714,4.5
762,Drama,Passion Fish (1992),4.5,3.4863989231828714,16.0
763,Drama,Paths of Glory (1957),4.45,3.4863989231828714,54.5
764,Drama,Perfect Sense (2011),4.25,3.4863989231828714,8.5
765,Drama,"Prestige, The (2006)",4.011904761904762,3.4863989231828714,159.0
766,Drama,"Promise, The (La promesse) (1996)",5.0,3.4863989231828714,9.0
767,Drama,Raging Bull (1980),4.134615384615385,3.4863989231828714,139.5
768,Drama,Rain (2001),5.0,3.4863989231828714,5.0
769,Drama,Reign Over Me (2007),4.125,3.4863989231828714,16.5
770,Drama,"River Runs Through It, A (1992)",4.027777777777779,3.4863989231828714,84.0
771,Drama,Rosemary's Baby (1968),4.134615384615385,3.4863989231828714,126.5
772,Drama,"Sacrifice, The (Offret - Sacraficatio) (1986)",4.166666666666667,3.4863989231828714,12.5
773,Drama,Schindler's List (1993),4.090909090909091,3.4863989231828714,871.0
774,Drama,"Sea Inside, The (Mar adentro) (2004)",4.083333333333333,3.4863989231828714,24.5
775,Drama,Secrets of a Soul (Geheimnisse einer Seele) (1926),4.5,3.4863989231828714,4.5
776,Drama,"Separation, A (Jodaeiye Nader az Simin) (2011)",4.5,3.4863989231828714,9.0
777,Drama,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),4.625,3.4863989231828714,18.5
778,Drama,Sophie's Choice (1982),4.1,3.4863989231828714,38.0
779,Drama,Soul Food (1997),4.5,3.4863989231828714,4.5
780,Drama,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",4.25,3.4863989231828714,42.5
781,Drama,Stalingrad (1993),4.5,3.4863989231828714,4.5
782,Drama,"Story of Women (Affaire de femmes, Une) (1988)",5.0,3.4863989231828714,5.0
783,Drama,"Strada, La (1954)",4.25,3.4863989231828714,25.5
784,Drama,Straight Outta Compton (2015),4.214285714285714,3.4863989231828714,29.5
785,Drama,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),4.318181818181818,3.4863989231828714,104.5
786,Drama,Tangerines (2013),4.5,3.4863989231828714,4.5
787,Drama,Temple Grandin (2010),4.5,3.4863989231828714,13.5
788,Drama,The Founder (2016),4.25,3.4863989231828714,8.5
789,Drama,The Square (2017),4.25,3.4863989231828714,8.5
790,Drama,The Stanford Prison Experiment (2015),4.5,3.4863989231828714,4.5
791,Drama,Thirty-Two Short Films About Glenn Gould (1993),5.0,3.4863989231828714,9.0
792,Drama,This Property is Condemned (1966),4.5,3.4863989231828714,4.5
793,Drama,To Sir with Love (1967),4.1,3.4863989231828714,28.5
794,Drama,Too Big to Fail (2011),4.5,3.4863989231828714,4.5
795,Drama,"Trial, The (Procès, Le) (1962)",4.75,3.4863989231828714,24.5
796,Drama,"Trip to Bountiful, The (1985)",4.25,3.4863989231828714,8.5
797,Drama,Vatel (2000),4.5,3.4863989231828714,4.5
798,Drama,"Visitor, The (2007)",4.5,3.4863989231828714,4.5
799,Drama,What Ever Happened to Baby Jane? (1962),4.5,3.4863989231828714,9.0
800,Drama,"Wings of the Dove, The (1997)",4.833333333333333,3.4863989231828714,14.5
801,Drama,"World of Apu, The (Apur Sansar) (1959)",4.75,3.4863989231828714,9.5
802,Drama,Written on the Wind (1956),4.25,3.4863989231828714,8.5
803,Drama,Yi Yi (2000),4.6,3.4863989231828714,23.0
804,Fantasy,"Andalusian Dog, An (Chien andalou, Un) (1929)",4.5,3.4863989231828714,18.0
805,Fantasy,Brazil (1985),4.0777777777777775,3.4863989231828714,176.5
806,Fantasy,Children of Dune (2003),3.75,3.4863989231828714,7.5
807,Fantasy,Dracula (Bram Stoker's Dracula) (1992),3.4473684210526314,3.4863989231828714,87.5
808,Fantasy,"Evil Dead, The (1981)",3.8181818181818175,3.4863989231828714,79.5
809,Fantasy,Insidious (2010),2.75,3.4863989231828714,3.5
810,Fantasy,Miss Peregrine's Home for Peculiar Children (2016),3.75,3.4863989231828714,7.5
811,Fantasy,Paperhouse (1988),3.5,3.4863989231828714,3.5
812,Fantasy,Prince of Darkness (1987),4.5,3.4863989231828714,4.5
813,Fantasy,Red Riding Hood (2011),4.0,3.4863989231828714,4.0
814,Fantasy,Silent Hill (2006),2.958333333333333,3.4863989231828714,28.5
815,Fantasy,Sleepy Hollow (1999),3.4863989231828714,3.4863989231828714,27.0
816,Fantasy,Tales from the Darkside: The Movie (1990),4.0,3.4863989231828714,9.0
817,Fantasy,"Topo, El (1970)",3.9,3.4863989231828714,17.5
818,Fantasy,Troll 2 (1990),3.5,3.4863989231828714,10.0
819,Fantasy,"Troll Hunter, The (Trolljegeren) (2010)",3.75,3.4863989231828714,7.5
820,Film-Noir,Angel Heart (1987),3.4863989231828714,3.4863989231828714,14.0
821,Film-Noir,"Maltese Falcon, The (1941)",3.4863989231828714,3.4863989231828714,61.0
822,Film-Noir,Notorious (1946),3.4863989231828714,3.4863989231828714,34.0
823,Film-Noir,Out of the Past (1947),3.4863989231828714,3.4863989231828714,9.0
824,Film-Noir,Pickup on South Street (1953),4.0,3.4863989231828714,4.0
825,Film-Noir,Suspicion (1941),3.4863989231828714,3.4863989231828714,8.0
826,Film-Noir,"Third Man, The (1949)",4.088235294117647,3.4863989231828714,68.5
827,Horror,13 Sins (2014),3.5,3.4863989231828714,3.5
828,Horror,30 Days of Night (2007),3.1818181818181817,3.4863989231828714,30.5
829,Horror,31 (2016),3.5,3.4863989231828714,3.5
830,Horror,"Abominable Dr. Phibes, The (1971)",4.25,3.4863989231828714,8.5
831,Horror,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",4.0,3.4863989231828714,4.0
832,Horror,Absentia (2011),3.5,3.4863989231828714,3.5
833,Horror,Alien (1979),3.4863989231828714,3.4863989231828714,100.0
834,Horror,Annabelle (2014),3.0,3.4863989231828714,3.5
835,Horror,"As Above, So Below (2014)",3.0,3.4863989231828714,3.0
836,Horror,"Asphyx, The (1973)",4.5,3.4863989231828714,4.5
837,Horror,"Astronaut's Wife, The (1999)",2.3888888888888893,3.4863989231828714,15.5
838,Horror,"Atomic Brain, The (1963)",3.5,3.4863989231828714,3.5
839,Horror,Attack of the Crab Monsters (1957),3.0,3.4863989231828714,3.0
840,Horror,Attack of the Puppet People (1958),4.0,3.4863989231828714,4.0
841,Horror,"Believers, The (1987)",3.4863989231828714,3.4863989231828714,7.0
842,Horror,Below (2002),3.5,3.4863989231828714,3.5
843,Horror,Beyond Re-Animator (2003),3.0,3.4863989231828714,3.0
844,Horror,"Birds, The (1963)",3.4863989231828714,3.4863989231828714,36.0
845,Horror,Black Christmas (1974),3.5,3.4863989231828714,7.0
846,Horror,"Black Sabbath (Tre volti della paura, I) (1963)",3.4863989231828714,3.4863989231828714,4.0
847,Horror,Blair Witch (2016),3.5,3.4863989231828714,3.5
848,Horror,BlinkyTM (2011),3.0,3.4863989231828714,3.0
849,Horror,"Blob, The (1958)",4.0,3.4863989231828714,12.0
850,Horror,"Blob, The (1988)",2.833333333333333,3.4863989231828714,6.5
851,Horror,Blood Feast (1963),3.4863989231828714,3.4863989231828714,4.0
852,Horror,Body Snatchers (1993),3.4863989231828714,3.4863989231828714,19.0
853,Horror,Burnt Offerings (1976),3.4863989231828714,3.4863989231828714,3.0
854,Horror,Campfire Tales (1997),4.0,3.4863989231828714,4.0
855,Horror,Candyman 3: Day of the Dead (1999),3.0,3.4863989231828714,3.0
856,Horror,Carnival of Souls (1962),3.4863989231828714,3.4863989231828714,3.0
857,Horror,Castle Freak (1995),3.4863989231828714,3.4863989231828714,3.0
858,Horror,Cat's Eye (1985),3.4863989231828714,3.4863989231828714,6.0
859,Horror,Cemetery Man (Dellamorte Dellamore) (1994),3.4863989231828714,3.4863989231828714,15.0
860,Horror,"Changeling, The (1980)",3.333333333333333,3.4863989231828714,7.5
861,Horror,Child's Play (1988),2.7222222222222223,3.4863989231828714,23.0
862,Horror,Child's Play 2 (1990),2.5,3.4863989231828714,6.0
863,Horror,Children of the Corn (1984),3.4863989231828714,3.4863989231828714,3.0
864,Horror,Children of the Corn IV: The Gathering (1996),3.4863989231828714,3.4863989231828714,14.0
865,Horror,Children of the Damned (1963),3.75,3.4863989231828714,7.5
866,Horror,Cigarette Burns (2005),3.0,3.4863989231828714,3.0
867,Horror,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",3.0,3.4863989231828714,3.0
868,Horror,Creep (2004),3.0,3.4863989231828714,3.0
869,Horror,Creep (2014),3.0,3.4863989231828714,4.0
870,Horror,Creepshow 2 (1987),3.5,3.4863989231828714,10.0
871,Horror,Crimson Peak (2015),3.5,3.4863989231828714,3.5
872,Horror,Cube (1997),3.5,3.4863989231828714,75.5
873,Horror,Cube 2: Hypercube (2002),3.75,3.4863989231828714,7.5
874,Horror,"Curse of Frankenstein, The (1957)",3.0,3.4863989231828714,3.0
875,Horror,Damien: Omen II (1978),3.4863989231828714,3.4863989231828714,3.0
876,Horror,Day of the Dead (1985),3.625,3.4863989231828714,27.5
877,Horror,"Deaths of Ian Stone, The (2007)",3.0,3.4863989231828714,3.0
878,Horror,Deep Red (Profondo rosso) (1975),2.6,3.4863989231828714,7.5
879,Horror,"Den, The (2013)",3.5,3.4863989231828714,3.5
880,Horror,Devil (2010),3.25,3.4863989231828714,6.5
881,Horror,Diary of the Dead (2007),2.833333333333333,3.4863989231828714,6.5
882,Horror,Dracula (1931),3.1428571428571432,3.4863989231828714,25.0
883,Horror,Dracula (1979),4.5,3.4863989231828714,4.5
884,Horror,Dreamscape (1984),3.4863989231828714,3.4863989231828714,3.0
885,Horror,Eden Lake (2008),4.0,3.4863989231828714,4.0
886,Horror,Event Horizon (1997),3.147058823529412,3.4863989231828714,48.0
887,Horror,"Exorcist III, The (1990)",2.333333333333333,3.4863989231828714,5.0
888,Horror,"Exorcist, The (1973)",3.6860465116279064,3.4863989231828714,180.5
889,Horror,Exorcist: The Beginning (2004),2.5,3.4863989231828714,3.5
890,Horror,"Eyes Without a Face (Yeux sans visage, Les) (1959)",3.0,3.4863989231828714,6.0
891,Horror,"Faculty, The (1998)",3.4863989231828714,3.4863989231828714,6.0
892,Horror,Final Destination 2 (2003),3.125,3.4863989231828714,23.0
893,Horror,Final Destination 3 (2006),2.8125,3.4863989231828714,20.0
894,Horror,"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)",3.0,3.4863989231828714,6.0
895,Horror,Firestarter (1984),3.3571428571428568,3.4863989231828714,21.5
896,Horror,Flatliners (1990),2.8,3.4863989231828714,20.5
897,Horror,"Fly II, The (1989)",2.125,3.4863989231828714,3.0
898,Horror,"Fly, The (1958)",3.4863989231828714,3.4863989231828714,11.0
899,Horror,Friday the 13th (1980),3.4863989231828714,3.4863989231828714,10.0
900,Horror,Friday the 13th Part 2 (1981),3.4863989231828714,3.4863989231828714,8.0
901,Horror,Friday the 13th Part 3: 3D (1982),1.7,3.4863989231828714,10.0
902,Horror,Friday the 13th Part IV: The Final Chapter (1984),3.4863989231828714,3.4863989231828714,7.0
903,Horror,Friday the 13th Part V: A New Beginning (1985),3.4863989231828714,3.4863989231828714,3.0
904,Horror,Friday the 13th Part VIII: Jason Takes Manhattan (1989),3.4863989231828714,3.4863989231828714,3.0
905,Horror,"Fury, The (1978)",3.4863989231828714,3.4863989231828714,4.0
906,Horror,"Gate, The (1987)",3.0,3.4863989231828714,3.0
907,Horror,Get Out (2017),3.678571428571429,3.4863989231828714,44.5
908,Horror,Ghost Ship (2002),2.3125,3.4863989231828714,10.5
909,Horror,Ghosts of Mars (2001),3.125,3.4863989231828714,7.5
910,Horror,Ginger Snaps: Unleashed (2004),3.0,3.4863989231828714,3.0
911,Horror,Grave Encounters (2011),3.75,3.4863989231828714,7.5
912,Horror,Halloween (2007),3.25,3.4863989231828714,13.0
913,Horror,Halloween: Resurrection (Halloween 8) (2002),2.0,3.4863989231828714,3.0
914,Horror,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),3.4863989231828714,3.4863989231828714,19.0
915,Horror,Hannibal (2001),2.8513513513513518,3.4863989231828714,82.0
916,Horror,"Haunting, The (1963)",3.75,3.4863989231828714,28.0
917,Horror,"Haunting, The (1999)",3.4863989231828714,3.4863989231828714,3.0
918,Horror,Hellraiser (1987),3.4863989231828714,3.4863989231828714,7.0
919,Horror,Hide and Seek (2005),2.2,3.4863989231828714,3.0
920,Horror,Hollow Man (2000),2.363636363636364,3.4863989231828714,47.5
921,Horror,Horror of Dracula (Dracula) (1958),3.0,3.4863989231828714,3.0
922,Horror,House on Haunted Hill (1999),2.8125,3.4863989231828714,22.5
923,Horror,"Howling, The (1980)",3.1666666666666665,3.4863989231828714,10.5
924,Horror,"Hush... Hush, Sweet Charlotte (1964)",4.5,3.4863989231828714,9.0
925,Horror,I Know What You Did Last Summer (1997),2.0,3.4863989231828714,26.0
926,Horror,I Still Know What You Did Last Summer (1998),2.230769230769231,3.4863989231828714,17.5
927,Horror,In the Mouth of Madness (1995),3.4863989231828714,3.4863989231828714,6.0
928,Horror,Invasion of the Body Snatchers (1956),3.8333333333333335,3.4863989231828714,49.0
929,Horror,"Invisible Man, The (1933)",3.5,3.4863989231828714,7.0
930,Horror,It Follows (2014),4.5,3.4863989231828714,13.5
931,Horror,Jacob's Ladder (1990),3.8055555555555554,3.4863989231828714,83.0
932,Horror,Jaws 2 (1978),3.4863989231828714,3.4863989231828714,9.0
933,Horror,Jeepers Creepers (2001),2.5,3.4863989231828714,13.5
934,Horror,Ju-on: The Curse (2000),3.0,3.4863989231828714,3.0
935,Horror,Ju-on: The Grudge (2002),2.5,3.4863989231828714,6.0
936,Horror,Kwaidan (Kaidan) (1964),2.5,3.4863989231828714,4.5
937,Horror,Lady in White (a.k.a. The Mystery of the Lady in White) (1988),1.75,3.4863989231828714,3.0
938,Horror,"Last Exorcism, The (2010)",4.0,3.4863989231828714,4.0
939,Horror,Last Shift (2014),4.0,3.4863989231828714,4.0
940,Horror,"Last Winter, The (2006)",4.0,3.4863989231828714,4.0
941,Horror,Lifeforce (1985),3.1666666666666665,3.4863989231828714,7.0
942,Horror,Lord of Illusions (1995),3.333333333333333,3.4863989231828714,20.0
943,Horror,"Masque of the Red Death, The (1964)",3.25,3.4863989231828714,6.5
944,Horror,Mimic (1997),2.9285714285714284,3.4863989231828714,13.5
945,Horror,"Mist, The (2007)",3.4285714285714284,3.4863989231828714,46.5
946,Horror,"Mummy, The (1932)",3.4863989231828714,3.4863989231828714,8.0
947,Horror,"Mummy, The (1959)",3.333333333333333,3.4863989231828714,10.0
948,Horror,Near Dark (1987),3.4863989231828714,3.4863989231828714,4.0
949,Horror,Night of the Living Dead (1968),3.761904761904762,3.4863989231828714,93.0
950,Horror,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",1.9166666666666667,3.4863989231828714,3.0
951,Horror,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",2.75,3.4863989231828714,25.0
952,Horror,"Nightmare on Elm Street 5: The Dream Child, A (1989)",3.4863989231828714,3.4863989231828714,7.0
953,Horror,Nightwatch (1997),3.0,3.4863989231828714,3.0
954,Horror,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",3.4863989231828714,3.4863989231828714,11.0
955,Horror,Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979),4.0,3.4863989231828714,4.0
956,Horror,"Omen, The (1976)",3.4863989231828714,3.4863989231828714,20.0
957,Horror,Paranormal Activity (2009),3.4,3.4863989231828714,12.5
958,Horror,Paranormal Activity 2 (2010),3.7,3.4863989231828714,18.5
959,Horror,Paranormal Activity 3 (2011),3.5,3.4863989231828714,7.0
960,Horror,Paranormal Activity 4 (2012),3.0,3.4863989231828714,3.0
961,Horror,Pet Sematary (1989),2.9285714285714284,3.4863989231828714,16.5
962,Horror,Phantasm (1979),2.95,3.4863989231828714,20.0
963,Horror,Poltergeist (1982),3.363636363636364,3.4863989231828714,137.0
964,Horror,Prom Night (1980),3.4863989231828714,3.4863989231828714,3.0
965,Horror,Prom Night IV: Deliver Us From Evil (1992),3.4863989231828714,3.4863989231828714,4.0
966,Horror,Psycho II (1983),2.5,3.4863989231828714,6.0
967,Horror,Psycho III (1986),2.5,3.4863989231828714,3.0
968,Horror,Pulse (Kairo) (2001),3.0,3.4863989231828714,3.0
969,Horror,Puppet Master (1989),3.0,3.4863989231828714,3.0
970,Horror,Puppet Master II (1991),3.0,3.4863989231828714,3.0
971,Horror,Puppet Master III: Toulon's Revenge (1991),3.4863989231828714,3.4863989231828714,3.0
972,Horror,"Puppet Masters, The (1994)",3.333333333333333,3.4863989231828714,10.0
973,Horror,Quatermass and the Pit (1967),3.4863989231828714,3.4863989231828714,3.0
974,Horror,Ravenous (1999),3.4863989231828714,3.4863989231828714,14.0
975,Horror,Relative Fear (1994),3.4863989231828714,3.4863989231828714,3.0
976,Horror,"Relic, The (1997)",3.4863989231828714,3.4863989231828714,9.0
977,Horror,Ringu (Ring) (1998),3.4545454545454546,3.4863989231828714,36.0
978,Horror,Rose Red (2002),3.0,3.4863989231828714,4.0
979,Horror,"Sacrament, The (2013)",4.0,3.4863989231828714,4.0
980,Horror,Saw VII 3D - The Final Chapter (2010),4.5,3.4863989231828714,4.5
981,Horror,"Serpent and the Rainbow, The (1988)",3.5,3.4863989231828714,7.0
982,Horror,Session 9 (2001),3.625,3.4863989231828714,12.0
983,Horror,"Shining, The (1980)",3.4863989231828714,3.4863989231828714,42.0
984,Horror,"Signal, The (2007)",3.5,3.4863989231828714,3.5
985,Horror,Signs (2002),3.158333333333333,3.4863989231828714,158.0
986,Horror,Silent Hill: Revelation 3D (2012),3.0,3.4863989231828714,3.0
987,Horror,"Silent Night, Deadly Night (1984)",3.5,3.4863989231828714,3.5
988,Horror,Slumber Party Massacre III (1990),3.4863989231828714,3.4863989231828714,5.0
989,Horror,Sorority House Massacre (1986),3.4863989231828714,3.4863989231828714,5.0
990,Horror,Sorority House Massacre II (1990),3.4863989231828714,3.4863989231828714,5.0
991,Horror,Species (1995),2.75,3.4863989231828714,85.5
992,Horror,Species II (1998),1.9166666666666667,3.4863989231828714,6.0
993,Horror,Spirits of the Dead (1968),3.4863989231828714,3.4863989231828714,3.0
994,Horror,Splice (2009),3.5,3.4863989231828714,10.5
995,Horror,Stir of Echoes (1999),3.4863989231828714,3.4863989231828714,22.0
996,Horror,Strange Circus (Kimyô na sâkasu) (2005),4.0,3.4863989231828714,4.0
997,Horror,Stuck (2007),3.5,3.4863989231828714,3.5
998,Horror,Suicide Club (Jisatsu saakuru) (2001),3.125,3.4863989231828714,12.5
999,Horror,Swamp Thing (1982),3.4863989231828714,3.4863989231828714,6.0
1000,Horror,Tales from the Crypt Presents: Demon Knight (1995),3.5,3.4863989231828714,8.0
1001,Horror,Tarantula (1955),3.0,3.4863989231828714,3.0
1002,Horror,"Texas Chainsaw Massacre, The (1974)",3.4863989231828714,3.4863989231828714,12.0
1003,Horror,The Hunger (1983),3.4863989231828714,3.4863989231828714,3.0
1004,Horror,The Spiral Staircase (1945),3.4863989231828714,3.4863989231828714,4.0
1005,Horror,"Thing, The (2011)",3.5,3.4863989231828714,12.0
1006,Horror,Thinner (1996),3.4863989231828714,3.4863989231828714,17.0
1007,Horror,Urban Legend (1998),2.5,3.4863989231828714,9.5
1008,Horror,V/H/S (2012),2.75,3.4863989231828714,3.5
1009,Horror,Vacancy (2007),3.75,3.4863989231828714,7.5
1010,Horror,Valentine (2001),3.5,3.4863989231828714,3.5
1011,Horror,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),3.4863989231828714,3.4863989231828714,5.0
1012,Horror,Village of the Damned (1960),3.5,3.4863989231828714,10.5
1013,Horror,Village of the Damned (1995),2.625,3.4863989231828714,13.5
1014,Horror,When a Stranger Calls (1979),2.5,3.4863989231828714,3.0
1015,Horror,"Woods, The (2006)",3.0,3.4863989231828714,3.0
1016,Horror,You're Next (2011),3.75,3.4863989231828714,7.5
1017,Musical,"American in Paris, An (1951)",3.3571428571428568,3.4863989231828714,42.0
1018,Musical,Calamity Jane (1953),3.5,3.4863989231828714,3.5
1019,Musical,Gigi (1958),3.4863989231828714,3.4863989231828714,5.0
1020,Musical,Happy Go Lovely (1951),4.5,3.4863989231828714,4.5
1021,Musical,"Inspector General, The (1949)",3.0,3.4863989231828714,3.0
1022,Musical,Meet Me in St. Louis (1944),4.0,3.4863989231828714,41.0
1023,Musical,Oklahoma! (1955),4.5,3.4863989231828714,9.0
1024,Musical,"Sound of Music, The (1965)",3.902173913043478,3.4863989231828714,212.5
1025,Musical,South Pacific (1958),3.6666666666666665,3.4863989231828714,34.0
1026,Musical,Tommy (1975),2.5,3.4863989231828714,7.0
1027,Musical,"Unsinkable Molly Brown, The (1964)",3.5,3.4863989231828714,3.5
1028,Mystery,Absolute Power (1997),3.4863989231828714,3.4863989231828714,16.0
1029,Mystery,Bunny Lake Is Missing (1965),3.5,3.4863989231828714,3.5
1030,Mystery,Buried (2010),3.5,3.4863989231828714,14.0
1031,Mystery,Dead Again (1991),3.25,3.4863989231828714,42.0
1032,Mystery,District 9 (2009),3.816666666666667,3.4863989231828714,217.0
1033,Mystery,Inferno (2016),2.875,3.4863989231828714,11.0
1034,Mystery,Jennifer 8 (1992),3.4863989231828714,3.4863989231828714,10.0
1035,Mystery,Mortal Thoughts (1991),3.4863989231828714,3.4863989231828714,3.0
1036,Mystery,Obsession (1976),3.0,3.4863989231828714,3.0
1037,Mystery,Pacific Heights (1990),3.75,3.4863989231828714,30.0
1038,Mystery,Rear Window (1954),3.4863989231828714,3.4863989231828714,83.0
1039,Mystery,Saboteur (1942),3.25,3.4863989231828714,15.5
1040,Mystery,Seven (a.k.a. Se7en) (1995),3.4863989231828714,3.4863989231828714,256.0
1041,Mystery,Shattered (1991),3.0,3.4863989231828714,3.0
1042,Mystery,Sherlock Holmes: The Woman in Green (1945),3.5,3.4863989231828714,3.5
1043,Mystery,Spellbound (1945),3.4863989231828714,3.4863989231828714,15.0
1044,Mystery,Stage Fright (1950),3.5,3.4863989231828714,7.0
1045,Mystery,"Stepford Wives, The (1975)",3.2857142857142856,3.4863989231828714,28.0
1046,Mystery,Super 8 (2011),3.5263157894736836,3.4863989231828714,61.0
1047,Mystery,The Wailing (2016),3.0,3.4863989231828714,3.0
1048,Mystery,True Crime (1996),4.0,3.4863989231828714,8.0
